,genres
4662,['Horror']
4663,"['Drama', 'Crime']"
4664,"['Action', 'Fantasy']"
4665,"['Action', 'Drama', 'History', 'War']"
4666,"['Drama', 'History']"
4667,"['Action', 'Drama', 'War']"
4668,"['Action', 'Thriller']"
4669,"['Drama', 'Romance']"
4670,"['Drama', 'Family']"
4671,"['Adventure', 'Drama', 'Action', 'War']"
4672,"['Action', 'War', 'Drama']"
4673,"['Action', 'Drama', 'War']"
4674,"['Comedy', 'Thriller', 'Crime', 'Mystery']"
4675,"['Drama', 'Mystery', 'Thriller']"
4676,"['Comedy', 'Drama', 'Romance']"
4677,"['Comedy', 'Family']"
4678,['Thriller']
4679,['Horror']
4680,"['Horror', 'Mystery', 'Thriller']"
4681,"['Action', 'Drama']"
4682,"['Action', 'Thriller', 'Crime', 'Drama']"
4683,"['Drama', 'Science Fiction']"
4684,['Drama']
4685,"['Comedy', 'Romance']"
4686,"['Comedy', 'Drama', 'Romance']"
4687,"['Action', 'Science Fiction']"
4688,"['Crime', 'Drama', 'Mystery', 'Thriller']"
4689,['Science Fiction']
4690,"['Adventure', 'Science Fiction']"
4691,"['Adventure', 'Fantasy', 'Science Fiction']"
4692,"['Horror', 'Science Fiction']"
4693,"['Action', 'Crime', 'Thriller']"
4694,"['Adventure', 'Action', 'Crime']"
4695,"['Drama', 'Action', 'Crime', 'Thriller']"
4696,['Horror']
4697,"['Action', 'Thriller']"
4698,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Western']"
4699,"['Adventure', 'Drama', 'Thriller']"
4700,"['Comedy', 'Science Fiction']"
4701,"['Adventure', 'Fantasy', 'Science Fiction']"
4702,"['Thriller', 'Music', 'Comedy', 'Crime']"
4703,['Drama']
4704,"['Action', 'Comedy', 'Drama', 'Thriller']"
4705,"['Action', 'Crime', 'Thriller']"
4706,"['Action', 'Drama', 'Thriller', 'War']"
4707,"['Drama', 'History']"
4708,['Comedy']
4709,['Documentary']
4710,"['Action', 'Western']"
4711,"['Thriller', 'Crime']"
4712,"['Drama', 'Foreign', 'Romance']"
4713,"['Drama', 'Thriller']"
4714,"['Drama', 'Science Fiction', 'Thriller']"
4715,"['Drama', 'Action', 'History']"
4716,['Drama']
4717,"['Crime', 'Drama', 'Mystery']"
4718,['Drama']
4719,"['Comedy', 'Drama', 'Romance']"
4720,"['Comedy', 'Romance']"
4721,"['Comedy', 'Romance']"
4722,['Comedy']
4723,"['Drama', 'Mystery', 'Romance', 'Science Fiction', 'Thriller']"
4724,"['Drama', 'Romance']"
4725,['Drama']
4726,"['Crime', 'Drama', 'Mystery', 'Thriller']"
4727,"['Comedy', 'Drama']"
4728,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']"
4729,['Comedy']
4730,"['Horror', 'Science Fiction']"
4731,"['Action', 'Crime', 'Thriller']"
4732,"['Comedy', 'Drama', 'Fantasy']"
4733,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']"
4734,"['Action', 'Horror', 'Science Fiction', 'Thriller']"
4735,"['Adventure', 'Science Fiction']"
4736,"['Family', 'Adventure', 'Drama']"
4737,['Comedy']
4738,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']"
4739,['Comedy']
4740,"['Comedy', 'Fantasy', 'Romance', 'Science Fiction']"
4741,"['Adventure', 'Fantasy', 'Action']"
4742,"['Drama', 'Romance']"
4743,"['Drama', 'Romance']"
4744,"['Animation', 'Fantasy', 'Drama', 'Horror', 'Comedy', 'Science Fiction']"
4745,"['Horror', 'Thriller', 'Comedy']"
4746,"['Crime', 'Drama']"
4747,"['Drama', 'Romance']"
4748,['Drama']
4749,"['Action', 'Adventure', 'Drama', 'War']"
4750,"['Animation', 'Comedy', 'Drama']"
4751,"['Animation', 'Comedy']"
4752,['Comedy']
4753,"['Drama', 'Romance']"
4754,"['Drama', 'Adventure', 'Comedy']"
4755,"['Adventure', 'Comedy', 'Crime']"
4756,"['Drama', 'Mystery', 'Crime']"
4757,['Drama']
4758,"['Action', 'History', 'War']"
4759,"['Drama', 'History', 'Romance', 'War']"
4760,"['Music', 'Drama', 'Romance']"
4761,"['Drama', 'Mystery', 'Thriller']"
4762,['Drama']
4763,"['Drama', 'Romance']"
4764,"['Drama', 'Romance']"
4765,"['Crime', 'Drama']"
4766,['Comedy']
4767,['Drama']
4768,"['Drama', 'Action', 'Thriller']"
4769,"['Comedy', 'Crime', 'Mystery', 'Thriller']"
4770,['Drama']
4771,['Drama']
4772,"['Romance', 'Drama']"
4773,"['Comedy', 'Drama']"
4774,"['Adventure', 'Horror', 'Action', 'History']"
4775,"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']"
4776,"['Drama', 'Romance']"
4777,"['Mystery', 'Thriller']"
4778,"['Drama', 'Romance', 'Foreign']"
4779,"['Drama', 'Romance']"
4780,"['Comedy', 'Romance']"
4781,"['Drama', 'Action', 'Thriller', 'Romance']"
4782,"['Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Romance']"
4783,"['Drama', 'Romance']"
4784,"['Comedy', 'Drama', 'Romance']"
4785,"['Comedy', 'Drama']"
4786,"['Animation', 'Fantasy', 'Family']"
4787,['Fantasy']
4788,"['Adventure', 'Fantasy', 'Action']"
4789,"['Animation', 'Fantasy', 'Science Fiction']"
4790,"['Comedy', 'Fantasy']"
4791,"['Thriller', 'Crime']"
4792,"['Drama', 'Thriller']"
4793,"['Comedy', 'Science Fiction']"
4794,"['Action', 'Science Fiction', 'Thriller']"
4795,"['Action', 'Comedy']"
4796,"['Adventure', 'Comedy', 'Family']"
4797,"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']"
4798,['Drama']
4799,"['Comedy', 'Drama', 'Romance']"
4800,['Drama']
4801,"['Action', 'Adventure', 'Comedy']"
4802,"['Science Fiction', 'Thriller']"
4803,['Drama']
4804,"['Drama', 'History']"
4805,"['Comedy', 'Western']"
4806,"['Comedy', 'Drama', 'Foreign']"
4807,['Documentary']
4808,"['Comedy', 'Drama', 'War']"
4809,"['Drama', 'Romance']"
4810,"['Mystery', 'Science Fiction', 'Thriller', 'Drama']"
4811,"['Western', 'Action']"
4812,"['Action', 'Adventure', 'Drama', 'Thriller']"
4813,"['Drama', 'Horror', 'Mystery']"
4814,"['Drama', 'Romance']"
4815,"['Comedy', 'Romance']"
4816,['Drama']
4817,"['Comedy', 'Horror', 'Science Fiction']"
4818,['Drama']
4819,"['Animation', 'Science Fiction']"
4820,['Drama']
4821,"['Comedy', 'Drama']"
4822,"['Comedy', 'Drama', 'Horror']"
4823,"['Action', 'Adventure', 'Drama', 'Family']"
4824,"['Comedy', 'Romance']"
4825,"['Drama', 'Romance']"
4826,"['Drama', 'Music', 'Romance']"
4827,"['Comedy', 'Romance']"
4828,"['Comedy', 'Crime', 'Thriller']"
4829,['Drama']
4830,"['Comedy', 'Drama', 'Mystery', 'Romance']"
4831,['Action']
4832,"['Drama', 'Music', 'Romance']"
4833,"['Drama', 'Music']"
4834,"['Romance', 'Comedy', 'Drama']"
4835,"['Drama', 'Comedy']"
4836,"['Action', 'Comedy']"
4837,"['Horror', 'Drama', 'History']"
4838,"['Action', 'Comedy']"
4839,"['Comedy', 'Family']"
4840,"['Action', 'Thriller', 'Drama']"
4841,"['Action', 'Science Fiction', 'Thriller']"
4842,"['Comedy', 'Crime']"
4843,"['Action', 'Adventure', 'Comedy', 'Family']"
4844,"['Drama', 'Family', 'Music']"
4845,"['Drama', 'Family']"
4846,"['Drama', 'Family', 'Music']"
4847,['Comedy']
4848,['Comedy']
4849,"['Comedy', 'Family']"
4850,"['Comedy', 'Family']"
4851,['Drama']
4852,"['Thriller', 'Drama', 'Horror']"
4853,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Music', 'Romance']"
4854,"['Drama', 'War']"
4855,"['Drama', 'Thriller', 'Crime']"
4856,"['Adventure', 'Fantasy', 'Animation', 'Family']"
4857,"['Comedy', 'Crime', 'Mystery']"
4858,"['Drama', 'Horror', 'Thriller']"
4859,"['Comedy', 'Drama']"
4860,"['Crime', 'Comedy']"
4861,"['Drama', 'Romance']"
4862,"['War', 'Action', 'Drama', 'History']"
4863,"['Comedy', 'Romance']"
4864,"['Comedy', 'Drama', 'Music', 'Romance']"
4865,"['Comedy', 'Romance']"
4866,['Drama']
4867,"['Thriller', 'Mystery']"
4868,['Drama']
4869,"['Comedy', 'Drama', 'Romance']"
4870,"['Comedy', 'Romance']"
4871,['Drama']
4872,"['Action', 'Comedy']"
4873,"['Thriller', 'Horror', 'Romance', 'Science Fiction']"
4874,['Drama']
4875,"['Drama', 'Fantasy', 'Horror']"
4876,"['Drama', 'Comedy']"
4877,"['Action', 'Adventure', 'Drama']"
4878,"['Comedy', 'Drama']"
4879,['Comedy']
4880,['Drama']
4881,"['Comedy', 'Drama']"
4882,"['Comedy', 'Drama', 'Romance']"
4883,['Horror']
4884,"['Documentary', 'Music']"
4885,"['Action', 'Crime', 'Drama']"
4886,"['Comedy', 'Family']"
4887,"['Comedy', 'Family']"
4888,"['Comedy', 'Family']"
4889,"['Comedy', 'Drama']"
4890,"['Adventure', 'Western']"
4891,"['Action', 'Adventure', 'Western']"
4892,"['Comedy', 'Drama', 'Romance']"
4893,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Horror', 'Mystery', 'Science Fiction']"
4894,['Drama']
4895,['Drama']
4896,['Western']
4897,['Drama']
4898,"['Comedy', 'Romance']"
4899,"['Action', 'History', 'War']"
4900,"['Drama', 'Horror']"
4901,"['Action', 'Adventure']"
4902,"['Action', 'Crime', 'Drama']"
4903,"['Action', 'Drama']"
4904,['Horror']
4905,"['Drama', 'Romance']"
4906,"['Fantasy', 'Animation', 'Science Fiction', 'Family']"
4907,['Horror']
4908,"['Drama', 'Romance']"
4909,['Drama']
4910,['Horror']
4911,"['Fantasy', 'Animation', 'Science Fiction', 'Family']"
4912,['Horror']
4913,"['Romance', 'Drama', 'Comedy']"
4914,"['Comedy', 'Thriller', 'Mystery', 'Romance']"
4915,"['Comedy', 'Music', 'Romance']"
4916,['Drama']
4917,"['Action', 'Adventure', 'Comedy']"
4918,"['Science Fiction', 'Adventure', 'Action']"
4919,"['Comedy', 'Drama', 'Romance']"
4920,"['Comedy', 'Foreign', 'Romance']"
4921,['Drama']
4922,"['Mystery', 'Drama', 'Thriller']"
4923,"['Romance', 'Drama']"
4924,"['Drama', 'Thriller', 'Romance', 'Foreign']"
4925,"['Drama', 'Action', 'Thriller', 'Crime']"
4926,"['Comedy', 'Documentary']"
4927,"['Action', 'Science Fiction', 'Thriller']"
4928,"['Fantasy', 'Action', 'Adventure', 'Science Fiction']"
4929,['Horror']
4930,"['Action', 'Drama', 'History', 'Western']"
4931,"['Action', 'Comedy', 'Drama']"
4932,"['Drama', 'Music', 'Romance']"
4933,"['Action', 'Adventure', 'Comedy', 'Thriller']"
4934,['Comedy']
4935,"['Horror', 'Science Fiction']"
4936,['Drama']
4937,"['Action', 'Adventure', 'Drama']"
4938,"['Drama', 'Music', 'Romance']"
4939,"['Drama', 'Comedy', 'Adventure']"
4940,['Horror']
4941,"['Action', 'History', 'War']"
4942,"['Comedy', 'Drama']"
4943,"['Crime', 'Drama', 'Action', 'Thriller']"
4944,"['Western', 'History']"
4945,['Drama']
4946,"['Adventure', 'Horror']"
4947,"['Comedy', 'Drama', 'Romance']"
4948,"['Comedy', 'Horror']"
4949,"['Drama', 'Science Fiction']"
4950,"['Comedy', 'Horror']"
4951,"['Action', 'Comedy', 'Horror']"
4952,"['Action', 'Adventure', 'Western']"
4953,"['Comedy', 'Drama', 'Horror', 'Thriller']"
4954,['Horror']
4955,"['Action', 'Comedy', 'Crime', 'Mystery']"
4956,"['Adventure', 'Action', 'Thriller']"
4957,"['Fantasy', 'Comedy']"
4958,"['Fantasy', 'Comedy']"
4959,"['Comedy', 'Thriller', 'Crime']"
4960,['Comedy']
4961,"['Fantasy', 'Action', 'Comedy', 'Science Fiction']"
4962,"['Animation', 'Comedy', 'Family', 'Adventure']"
4963,"['Horror', 'Action', 'Science Fiction']"
4964,"['Action', 'Comedy']"
4965,"['Drama', 'Romance', 'War']"
4966,['Comedy']
4967,"['Drama', 'Comedy']"
4968,['Documentary']
4969,"['Drama', 'Romance']"
4970,"['Romance', 'Drama']"
4971,"['Adventure', 'Drama', 'History']"
4972,['Comedy']
4973,"['Comedy', 'Romance']"
4974,"['Comedy', 'Western']"
4975,['Comedy']
4976,['Comedy']
4977,['Comedy']
4978,['Comedy']
4979,"['Thriller', 'Action', 'Horror', 'Science Fiction', 'Crime']"
4980,"['Comedy', 'Drama', 'Romance']"
4981,['Drama']
4982,['Drama']
4983,['Music']
4984,"['Drama', 'Action', 'Adventure']"
4985,"['Comedy', 'Romance']"
4986,"['Comedy', 'Romance']"
4987,"['Action', 'Comedy']"
4988,"['Adventure', 'Action']"
4989,"['Comedy', 'Science Fiction']"
4990,"['Action', 'Comedy']"
4991,"['Action', 'Adventure', 'Comedy']"
4992,"['Action', 'Comedy', 'Crime']"
4993,"['Drama', 'Romance']"
4994,['Comedy']
4995,['Comedy']
4996,"['Action', 'Drama', 'Thriller']"
4997,"['Drama', 'Romance']"
4998,"['Fantasy', 'Horror', 'Action', 'Thriller']"
4999,['Comedy']
5000,"['Drama', 'Family', 'Comedy']"
5001,['Foreign']
5002,['Drama']
5003,"['Horror', 'Mystery', 'Thriller']"
5004,['Adventure']
5005,['Horror']
5006,"['Drama', 'Horror', 'Thriller']"
5007,"['Adventure', 'Family', 'Science Fiction', 'Thriller']"
5008,"['Comedy', 'Crime', 'Drama', 'Thriller']"
5009,"['Crime', 'Drama', 'Thriller']"
5010,"['Drama', 'Family']"
5011,"['Comedy', 'Fantasy', 'Drama']"
5012,"['Drama', 'Romance']"
5013,"['Comedy', 'Romance', 'Drama']"
5014,['Drama']
5015,['Comedy']
5016,['Romance']
5017,"['Crime', 'Drama', 'Romance', 'Thriller']"
5018,"['Romance', 'Drama', 'Thriller', 'Horror', 'Crime']"
5019,"['Adventure', 'Crime', 'Thriller', 'Action']"
5020,"['Comedy', 'Romance']"
5021,"['Drama', 'Comedy', 'Music', 'Romance']"
5022,"['Drama', 'Foreign']"
5023,"['Action', 'Comedy']"
5024,"['Drama', 'Mystery', 'Thriller', 'Crime']"
5025,"['Comedy', 'Romance']"
5026,"['Romance', 'Comedy', 'Drama']"
5027,"['Action', 'Comedy']"
5028,"['Drama', 'Romance', 'Foreign']"
5029,"['Crime', 'Drama', 'Mystery']"
5030,"['Documentary', 'History']"
5031,['Drama']
5032,"['Adventure', 'Science Fiction']"
5033,"['Crime', 'Drama', 'Mystery']"
5034,"['Drama', 'Comedy']"
5035,"['Action', 'Adventure', 'Crime', 'Thriller']"
5036,"['Drama', 'Thriller', 'Crime']"
5037,"['Drama', 'Thriller', 'Mystery']"
5038,"['Romance', 'Comedy']"
5039,"['Drama', 'Mystery', 'Thriller']"
5040,"['Drama', 'Comedy']"
5041,"['Comedy', 'Drama', 'Romance']"
5042,"['Drama', 'Western']"
5043,"['Action', 'Western', 'Adventure']"
5044,"['Action', 'Adventure', 'Thriller']"
5045,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']"
5046,"['Drama', 'History']"
5047,"['Comedy', 'Horror', 'Science Fiction']"
5048,"['Drama', 'Horror', 'Comedy']"
5049,['Comedy']
5050,"['Family', 'Comedy', 'Drama']"
5051,"['Comedy', 'Family']"
5052,"['Comedy', 'Horror']"
5053,"['Fantasy', 'Horror', 'Science Fiction', 'Thriller']"
5054,"['Crime', 'Drama', 'Thriller']"
5055,"['Action', 'Fantasy', 'Adventure']"
5056,"['Drama', 'Foreign']"
5057,['Drama']
5058,"['Mystery', 'Drama', 'Thriller', 'Romance', 'War']"
5059,['Drama']
5060,['Drama']
5061,"['Crime', 'Drama', 'Thriller']"
5062,"['Adventure', 'Family', 'Mystery']"
5063,"['Comedy', 'Drama', 'Romance']"
5064,['Drama']
5065,"['Horror', 'Science Fiction']"
5066,"['Comedy', 'Drama', 'Romance']"
5067,['Documentary']
5068,"['Action', 'Comedy', 'Mystery', 'Thriller']"
5069,['Drama']
5070,"['Drama', 'Foreign', 'Romance']"
5071,"['Crime', 'Drama', 'Mystery', 'Thriller']"
5072,['Drama']
5073,"['Drama', 'Horror', 'Thriller', 'Crime']"
5074,"['Drama', 'Adventure', 'Romance']"
5075,"['Drama', 'Action', 'Crime']"
5076,"['Comedy', 'Drama']"
5077,"['Comedy', 'Drama', 'Romance']"
5078,"['Action', 'Drama', 'Romance', 'Thriller', 'Adventure', 'War']"
5079,"['Fantasy', 'Comedy', 'Romance']"
5080,"['Drama', 'Romance']"
5081,"['Romance', 'Comedy', 'Drama']"
5082,['Drama']
5083,['Drama']
5084,"['Thriller', 'Horror', 'Mystery']"
5085,"['Drama', 'Mystery', 'Thriller']"
5086,"['Crime', 'Drama', 'Romance', 'Thriller']"
5087,['Drama']
5088,"['Drama', 'Romance']"
5089,"['Action', 'Crime', 'Drama', 'Romance']"
5090,"['Comedy', 'Drama']"
5091,"['Fantasy', 'Action']"
5092,['Drama']
5093,"['Drama', 'Romance']"
5094,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']"
5095,"['Comedy', 'Romance']"
5096,"['Comedy', 'Romance']"
5097,"['Drama', 'Thriller']"
5098,"['Horror', 'Science Fiction']"
5099,"['Adventure', 'Drama', 'Family']"
5100,"['Action', 'Adventure', 'Drama', 'History']"
5101,['Drama']
5102,"['Drama', 'Comedy']"
5103,"['Action', 'Adventure', 'Drama', 'Family']"
5104,"['Action', 'Adventure', 'Drama', 'Family']"
5105,"['Comedy', 'Family']"
5106,"['Thriller', 'Drama']"
5107,"['War', 'Drama', 'History']"
5108,['Drama']
5109,"['Romance', 'Drama', 'Comedy']"
5110,"['Drama', 'Romance', 'War']"
5111,"['Action', 'Comedy', 'Crime', 'Drama']"
5112,"['Action', 'Comedy', 'Crime']"
5113,['Horror']
5114,"['Action', 'Western', 'Music']"
5115,"['Drama', 'Romance', 'War']"
5116,['Horror']
5117,"['Western', 'Drama', 'Comedy', 'Music']"
5118,"['Action', 'Thriller']"
5119,"['Drama', 'Comedy', 'Romance']"
5120,"['Adventure', 'Action', 'Science Fiction']"
5121,['Drama']
5122,"['Comedy', 'Drama', 'History', 'Romance']"
5123,"['Action', 'Adventure', 'Drama', 'History', 'War']"
5124,"['Action', 'Adventure', 'Comedy', 'Romance']"
5125,"['Horror', 'Thriller', 'Mystery']"
5126,"['Crime', 'Drama']"
5127,"['Documentary', 'Music']"
5128,"['Action', 'Adventure', 'Drama', 'Romance']"
5129,"['Drama', 'Thriller']"
5130,"['Crime', 'Mystery', 'Thriller']"
5131,"['Western', 'Animation', 'Adventure', 'Comedy', 'Family']"
5132,"['Comedy', 'Drama', 'Science Fiction']"
5133,['Drama']
5134,"['Drama', 'Romance', 'Comedy']"
5135,['Western']
5136,"['Drama', 'Thriller']"
5137,"['Drama', 'Crime']"
5138,"['Comedy', 'Romance']"
5139,"['Comedy', 'Romance']"
5140,['Drama']
5141,"['Adventure', 'Western']"
5142,"['Thriller', 'Action', 'Drama']"
5143,"['Action', 'Comedy']"
5144,['Drama']
5145,['Drama']
5146,"['Drama', 'Romance']"
5147,['Western']
5148,"['Action', 'Adventure', 'Drama']"
5149,"['Drama', 'Comedy']"
5150,['Drama']
5151,"['Action', 'Thriller']"
5152,"['Adventure', 'Drama', 'Science Fiction']"
5153,"['Music', 'Romance']"
5154,"['Comedy', 'Western']"
5155,['Horror']
5156,"['Action', 'Adventure', 'Comedy', 'Thriller']"
5157,"['Comedy', 'Drama', 'Romance']"
5158,"['Comedy', 'Drama', 'Mystery', 'Thriller']"
5159,"['Fantasy', 'Drama']"
5160,"['Action', 'Drama', 'Mystery', 'Thriller']"
5161,"['Mystery', 'Adventure', 'Comedy']"
5162,"['Drama', 'Action', 'History', 'War']"
5163,"['Comedy', 'Drama']"
5164,"['Comedy', 'Drama', 'Family', 'Foreign', 'Romance']"
5165,"['Action', 'Drama', 'Thriller']"
5166,['Drama']
5167,"['Action', 'Drama', 'War']"
5168,"['Western', 'Drama']"
5169,"['Comedy', 'Adventure']"
5170,['Comedy']
5171,"['Action', 'Western', 'Thriller']"
5172,"['Drama', 'Romance', 'War']"
5173,"['Comedy', 'Western']"
5174,"['Drama', 'Action', 'Thriller', 'Crime']"
5175,['Horror']
5176,"['Drama', 'Thriller']"
5177,"['Action', 'Drama', 'Western']"
5178,['Comedy']
5179,"['Science Fiction', 'Thriller']"
5180,"['Comedy', 'Crime']"
5181,['Comedy']
5182,['Western']
5183,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']"
5184,"['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller']"
5185,"['Comedy', 'Drama']"
5186,"['Animation', 'Family']"
5187,"['Action', 'Thriller', 'Science Fiction', 'Mystery']"
5188,"['Adventure', 'Drama', 'Action', 'History']"
5189,['Drama']
5190,"['Animation', 'Family']"
5191,"['Comedy', 'Romance']"
5192,"['Comedy', 'Drama', 'Romance']"
5193,"['Comedy', 'Drama', 'Romance']"
5194,"['Romance', 'Comedy', 'Family']"
5195,['Drama']
5196,"['Action', 'Comedy', 'Thriller', 'Crime', 'Romance']"
5197,"['Drama', 'Comedy', 'Crime', 'Foreign']"
5198,"['Adventure', 'Comedy', 'Western']"
5199,"['Drama', 'Romance']"
5200,"['Comedy', 'Drama', 'Family', 'Fantasy']"
5201,"['Action', 'Adventure', 'Comedy', 'Science Fiction']"
5202,"['Animation', 'Action', 'Family']"
5203,['Drama']
5204,"['Family', 'Action', 'Adventure']"
5205,"['Adventure', 'Action', 'Fantasy']"
5206,"['Thriller', 'Crime', 'Drama']"
5207,"['Comedy', 'Drama', 'Foreign', 'Romance']"
5208,"['Drama', 'Comedy', 'Romance']"
5209,"['Comedy', 'Romance']"
5210,['Science Fiction']
5211,"['Action', 'Comedy', 'Crime']"
5212,"['Romance', 'Comedy', 'Drama']"
5213,"['Drama', 'Romance']"
5214,"['Drama', 'Comedy', 'History', 'Music']"
5215,"['Crime', 'Drama', 'Romance']"
5216,"['Mystery', 'Horror', 'Drama']"
5217,"['Drama', 'History', 'Thriller']"
5218,"['Horror', 'Thriller']"
5219,"['Drama', 'Romance']"
5220,"['Action', 'Comedy', 'Horror', 'Thriller']"
5221,"['Drama', 'History', 'Thriller']"
5222,"['Family', 'Adventure', 'Animation', 'Comedy']"
5223,"['Comedy', 'Crime', 'Science Fiction']"
5224,"['Adventure', 'Comedy', 'Family']"
5225,['Documentary']
5226,"['Drama', 'Comedy']"
5227,"['Comedy', 'Drama', 'Romance']"
5228,"['Action', 'Comedy', 'Crime']"
5229,"['Crime', 'Comedy']"
5230,['Drama']
5231,"['Drama', 'Horror']"
5232,"['Action', 'Comedy']"
5233,"['Drama', 'Music', 'Romance']"
5234,"['Action', 'Comedy', 'Drama']"
5235,"['Action', 'Adventure', 'Comedy']"
5236,['Drama']
5237,"['Action', 'Comedy', 'Thriller']"
5238,"['Crime', 'Drama', 'Romance']"
5239,"['Adventure', 'Comedy', 'Fantasy', 'Science Fiction']"
5240,['Drama']
5241,"['Action', 'Adventure', 'Drama', 'Romance']"
5242,['Comedy']
5243,"['Comedy', 'Family']"
5244,"['Drama', 'Thriller', 'Science Fiction', 'Mystery']"
5245,"['Comedy', 'Drama', 'Romance']"
5246,"['Action', 'Adventure', 'Family']"
5247,"['Drama', 'Comedy', 'Romance']"
5248,"['Crime', 'Drama', 'Mystery', 'Thriller']"
5249,"['Action', 'Adventure', 'Thriller']"
5250,"['Comedy', 'Drama']"
5251,['Documentary']
5252,['Comedy']
5253,"['Drama', 'Thriller', 'Romance', 'Foreign']"
5254,['Comedy']
5255,['Comedy']
5256,"['Drama', 'Foreign', 'Romance']"
5257,"['Drama', 'Comedy']"
5258,"['Drama', 'Thriller', 'Crime', 'Romance']"
5259,"['Drama', 'Crime', 'Mystery']"
5260,"['Drama', 'Romance']"
5261,"['Drama', 'Music', 'Romance']"
5262,"['Drama', 'Foreign']"
5263,"['Action', 'Adventure', 'Crime', 'Drama']"
5264,"['Adventure', 'Action', 'Science Fiction']"
5265,"['Action', 'Comedy', 'Science Fiction']"
5266,['Adventure']
5267,"['Romance', 'Drama', 'Comedy']"
5268,"['Drama', 'Thriller']"
5269,"['Drama', 'Mystery', 'Romance']"
5270,"['Horror', 'Thriller']"
5271,"['Comedy', 'Romance']"
5272,"['Comedy', 'Drama', 'Science Fiction']"
5273,"['Action', 'Adventure', 'Drama', 'Thriller']"
5274,"['Comedy', 'Romance']"
5275,"['Comedy', 'Family', 'Romance']"
5276,"['Drama', 'Foreign']"
5277,"['Drama', 'Foreign']"
5278,"['Music', 'Drama']"
5279,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Science Fiction', 'Family']"
5280,"['Adventure', 'Animation', 'Family']"
5281,"['Adventure', 'Fantasy', 'Family']"
5282,"['Action', 'Comedy', 'War']"
5283,['Horror']
5284,"['Action', 'Drama', 'Horror', 'Science Fiction']"
5285,"['Adventure', 'Drama', 'Comedy', 'Science Fiction', 'Thriller']"
5286,"['Science Fiction', 'Horror']"
5287,['Horror']
5288,"['Adventure', 'Drama', 'Comedy', 'Family']"
5289,['Comedy']
5290,"['Action', 'Drama', 'Romance', 'Western']"
5291,"['Drama', 'Action', 'Western', 'Music', 'Romance']"
5292,['Horror']
5293,"['Horror', 'Science Fiction']"
5294,"['Action', 'Comedy', 'Romance']"
5295,"['Drama', 'Romance']"
5296,"['Drama', 'Horror']"
5297,"['Horror', 'Thriller']"
5298,['Comedy']
5299,"['Action', 'Thriller']"
5300,"['Drama', 'History', 'Romance', 'Foreign']"
5301,['Comedy']
5302,['Drama']
5303,"['Drama', 'Thriller']"
5304,"['Crime', 'Drama', 'Mystery']"
5305,"['Drama', 'Thriller']"
5306,"['Comedy', 'Romance']"
5307,['Horror']
5308,"['Action', 'Comedy', 'Thriller', 'Crime']"
5309,"['Horror', 'Thriller']"
5310,"['Horror', 'Thriller']"
5311,"['Documentary', 'Foreign']"
5312,"['Comedy', 'Drama']"
5313,"['Action', 'Comedy', 'Drama']"
5314,"['Action', 'Crime', 'Thriller']"
5315,"['Drama', 'Thriller', 'Crime', 'Foreign']"
5316,"['Drama', 'Romance']"
5317,"['Comedy', 'Drama']"
5318,"['Drama', 'Foreign']"
5319,['Drama']
5320,['Comedy']
5321,"['Action', 'Adventure', 'Comedy', 'Family']"
5322,"['Crime', 'Horror', 'Mystery']"
5323,"['Comedy', 'Family']"
5324,"['Horror', 'Comedy', 'Family']"
5325,"['Romance', 'Drama', 'Action']"
5326,['Horror']
5327,['Horror']
5328,"['Comedy', 'Drama']"
5329,['Drama']
5330,"['Comedy', 'Family']"
5331,['Horror']
5332,"['Comedy', 'Thriller']"
5333,['Horror']
5334,"['Comedy', 'Family', 'Science Fiction']"
5335,"['Action', 'Comedy', 'Family', 'Science Fiction']"
5336,"['Action', 'Adventure', 'Comedy', 'Family']"
5337,"['Adventure', 'Drama', 'Romance']"
5338,['Drama']
5339,"['Drama', 'Family']"
5340,"['Comedy', 'Crime']"
5341,"['Comedy', 'Crime']"
5342,"['Comedy', 'Drama']"
5343,['Drama']
5344,"['Comedy', 'Drama', 'Horror']"
5345,"['Comedy', 'Drama', 'Romance']"
5346,"['Drama', 'Thriller']"
5347,"['Action', 'Adventure', 'Thriller']"
5348,"['Comedy', 'Drama']"
5349,"['War', 'Adventure', 'Drama', 'Romance']"
5350,"['Action', 'Crime', 'Drama', 'Thriller']"
5351,"['Comedy', 'Thriller', 'Music', 'Crime', 'Mystery']"
5352,['Drama']
5353,"['Drama', 'War']"
5354,['Horror']
5355,"['Comedy', 'Drama', 'Romance']"
